1,1,1.39
2,2,0.72
3,3,0.4
4,4,3.29
5,5,0.73
6,6,0.7
7,7,0.69
8,8,0.75
9,9,0.91
10,10,1.05
11,11,1.57
12,12,0.84
13,13,1.39
14,14,0.93
15,15,0.7
16,16,0.6
17,17,0.97
18,18,0.71
19,19,1.1
20,20,0.96
21,21,0.63
22,22,2.42
23,23,0.95
24,24,0.42
25,25,1.38
26,26,0.81
27,27,0.84
28,28,1.03
29,29,0.98
30,30,0.9
31,31,0.68
32,32,0.77
33,33,1.3
34,34,0.7
35,35,0.5
36,36,0.86
37,37,0.86
38,38,0.95
39,39,1.88
40,40,0.89
41,41,1.3
42,42,1.03
43,43,0.42
44,44,0.59
45,45,1.02
46,46,0.53
47,47,0.72
48,48,0.55
49,49,1.44
50,50,1.17
51,51,0.73
52,52,0.58
53,53,1.45
54,54,0.65
55,55,1.09
56,56,1.3
57,57,0.45
58,58,1.02
59,59,1.27
60,60,0.63
61,61,1.27
62,62,0.81
63,63,0.88
64,64,1.07
65,65,0.63
66,66,1.11
67,67,0.68
68,68,2.75
69,69,0.82
70,70,0.81
71,71,1.39
72,72,1.22
73,73,0.54
74,74,0.53
75,75,0.57
76,76,0.85
77,77,0.8
78,78,1.37
79,79,0.61
80,80,4.57
81,81,1.47
82,82,0.74
83,83,0.91
84,84,1.36
85,85,2.02
86,86,1.38
87,87,0.99
88,88,1.1
89,89,2.45
90,90,0.8
91,91,1.1
92,92,0.63
93,93,0.58
94,94,1.2
95,95,1.54
96,96,3.72
97,97,0.86
98,98,0.56
99,99,0.51
100,100,0.77
101,101,0.36
102,102,0.52
103,103,3.09
104,104,1.13
105,105,10.72
106,106,0.58
107,107,1.03
108,108,0.84
109,109,3.1
110,110,1.5
111,111,0.6
112,112,5.19
113,113,1.06
114,114,0.99
115,115,1.15
116,116,1.1
117,117,1.12
118,118,0.63
119,119,1.19
120,120,1.28
121,121,2.96
122,122,0.72
123,123,1.84
124,124,0.53
125,125,0.6
126,126,0.66
127,127,0.7
128,128,0.91
129,129,0.98
130,130,1.32
131,131,0.72
132,132,0.75
133,133,0.86
134,134,1.03
135,135,1.04
136,136,0.41
137,137,0.46
138,138,2.32
139,139,3.78
140,140,0.99
141,141,0.82
142,142,0.47
143,143,0.78
144,144,1.65
145,145,1.22
146,146,1.01
147,147,1.82
148,148,0.65
149,149,0.66
150,150,0.99
151,151,1.73
152,152,1.36
153,153,1.13
154,154,1.03
155,155,1.39
156,156,0.93
157,157,0.63
158,158,0.66
159,159,3.35
160,160,0.67
161,161,0.5
162,162,1.92
163,163,0.81
164,164,0.25
165,165,1.38
166,166,2.65
167,167,1.51
168,168,2.2
169,169,0.47
170,170,1.88
171,171,2.11
172,172,1.01
173,173,1.35
174,174,0.86
175,175,2.12
176,176,1.33
177,177,0.66
178,178,0.31
179,179,0.6
180,180,2.07
181,181,1.14
182,182,0.51
183,183,1.13
184,184,0.36
185,185,0.82
186,186,0.66
187,187,1.17
188,188,3.26
189,189,2.1
190,190,1.36
191,191,1.22
192,192,1.1
193,193,1.89
194,194,1.12
195,195,1.02
196,196,1.1
197,197,19.95
198,198,0.79
199,199,0.69
200,200,1.32
201,201,1.94
202,202,1.96
203,203,0.41
204,204,1.44
205,205,0.76
206,206,0.79
207,207,0.42
208,208,1.78
209,209,0.92
210,210,0.54
211,211,0.99
212,212,0.84
213,213,0.78
214,214,0.62
215,215,1.12
216,216,0.73
217,217,1.4
218,218,0.87
219,219,0.45
220,220,0.94
221,221,0.57
222,222,0.95
223,223,0.56
224,224,2.47
225,225,0.71
226,226,0.53
227,227,1.47
228,228,0.63
229,229,0.55
230,230,0.76
231,231,0.85
232,232,1.66
233,233,0.55
234,234,1.41
235,235,2.06
236,236,0.96
237,237,2.92
238,238,1.03
239,239,7.93
240,240,1.43
241,241,0.58
242,242,0.51
243,243,0.79
244,244,1.17
245,245,0.42
246,246,1.15
247,247,0.8
248,248,0.46
249,249,0.42
250,250,1.59
251,251,0.93
252,252,0.83
253,253,0.68
254,254,0.39
255,255,1.21
256,256,0.89
257,257,0.55
258,258,0.64
259,259,0.83
260,260,1.02
261,261,0.42
262,262,0.54
263,263,0.51
264,264,0.65
265,265,0.89
266,266,1.02
267,267,0.99
268,268,1.11
269,269,0.71
270,270,0.96
271,271,1.1
272,272,0.47
273,273,0.51
274,274,0.45
275,275,1.1
276,276,0.72
277,277,0.96
278,278,1.09
279,279,1.64
280,280,1.16
281,281,1.47
282,282,0.53
283,283,1.55
284,284,0.36
285,285,4.45
286,286,0.53
287,287,0.9
288,288,0.51
289,289,0.56
290,290,1.42
291,291,1.29
292,292,2.93
293,293,1.44
294,294,0.94
295,295,0.95
296,296,1.61
297,297,0.63
298,298,1.57
299,299,1.69
300,300,0.98
301,301,0.49
302,302,0.75
303,303,2.74
304,304,0.78
305,305,0.78
306,306,0.69
307,307,0.54
308,308,0.53
309,309,4.25
310,310,0.89
311,311,0.57
312,312,1.15
313,313,0.7
314,314,2.14
315,315,0.89
316,316,0.9
317,317,1.36
318,318,0.51
319,319,1.93
320,320,0.62
321,321,0.48
322,322,0.63
323,323,1.06
324,324,6.9
325,325,0.84
326,326,1.02
327,327,0.76
328,328,0.79
329,329,2.64
330,330,0.73
331,331,1.19
332,332,0.92
333,333,0.83
334,334,1.01
335,335,2.44
336,336,1.08
337,337,0.8
338,338,0.96
339,339,1.36
340,340,1.84
341,341,0.18
342,342,0.77
343,343,0.99
344,344,1.29
345,345,0.85
346,346,0.95
347,347,11.94
348,348,0.48
349,349,1.08
350,350,1.14
351,351,0.92
352,352,0.74
353,353,0.61
354,354,0.74
355,355,1.07
356,356,0.57
357,357,0.85
358,358,1.43
359,359,1.11
360,360,0.38
361,361,1.59
362,362,1.02
363,363,2.08
364,364,0.77
365,365,0.72
366,366,1.02
367,367,0.89
368,368,0.72
369,369,0.77
370,370,0.51
371,371,1.81
372,372,0.81
373,373,0.64
374,374,1.33
375,375,0.48
376,376,1.2
377,377,2.22
378,378,0.79
379,379,0.58
380,380,0.45
381,381,0.44
382,382,1.58
383,383,2.11
384,384,1.05
385,385,1.66
386,386,0.74
387,387,0.43
388,388,4.89
389,389,2.33
390,390,1.08
391,391,0.9
392,392,0.8
393,393,0.58
394,394,0.79
395,395,0.73
396,396,0.98
397,397,0.77
398,398,0.56
399,399,1.04
400,400,3.1
401,401,1.11
402,402,1.12
403,403,0.65
404,404,0.59
405,405,0.92
406,406,0.6
407,407,1.35
408,408,0.62
409,409,0.58
410,410,0.77
411,411,0.81
412,412,0.42
413,413,0.53
414,414,0.42
415,415,0.43
416,416,1.66
417,417,0.49
418,418,0.7
419,419,0.53
420,420,1
421,421,1.37
422,422,2.92
423,423,2.34
424,424,0.52
425,425,0.67
426,426,0.57
427,427,0.51
428,428,3.63
429,429,0.69
430,430,0.45
431,431,0.55
432,432,1.03
433,433,1.17
434,434,4.51
435,435,6.7
436,436,2.64
437,437,0.99
438,438,0.54
439,439,0.73
440,440,0.79
441,441,1.03
442,442,4.07
443,443,0.81
444,444,0.72
445,445,0.73
446,446,0.85
447,447,1.01
448,448,2.35
449,449,2.78
450,450,0.53
451,451,0.79
452,452,0.76
453,453,1.37
454,454,0.78
455,455,4.66
456,456,0.6
457,457,0.84
458,458,0.52
459,459,0.67
460,460,0.85
461,461,8.32
462,462,0.39
463,463,2
464,464,2.38
465,465,1.04
466,466,1.39
467,467,1.32
468,468,0.8
469,469,3.98
470,470,0.83
471,471,0.75
472,472,3.55
473,473,0.85
474,474,1.12
475,475,0.65
476,476,1.32
477,477,1.52
478,478,0.64
479,479,0.65
480,480,0.78
481,481,2.23
482,482,0.72
483,483,0.92
484,484,1.62
485,485,0.52
486,486,0.74
487,487,0.71
488,488,1.16
489,489,0.89
490,490,0.72
491,491,1.04
492,492,1.59
493,493,0.58
494,494,0.74
495,495,0.61
496,496,1.37
497,497,0.6
498,498,0.71
499,499,1.16
500,500,0.98
501,501,0.93
502,502,1.02
503,503,0.36
504,504,0.45
505,505,0.71
506,506,0.63
507,507,1.29
508,508,0.94
509,509,1.4
510,510,0.64
511,511,0.57
512,512,2.14
513,513,0.54
514,514,0.55
515,515,0.82
516,516,1.12
517,517,0.63
518,518,4.14
519,519,0.49
520,520,1
521,521,0.86
522,522,0.54
523,523,23.5
524,524,4.82
525,525,1.34
526,526,0.72
527,527,2.67
528,528,3.48
529,529,0.36
530,530,1.23
531,531,0.76
532,532,0.53
533,533,0.91
534,534,3.6
535,535,0.44
536,536,2.78
537,537,0.43
538,538,0.71
539,539,1.1
540,540,0.97
541,541,0.56
542,542,0.44
543,543,5.87
544,544,0.85
545,545,2.81
546,546,0.73
547,547,1.94
548,548,0.82
549,549,3.87
550,550,1.83
551,551,1.98
552,552,0.84
553,553,1.42
554,554,0.72
555,555,0.42
556,556,0.59
557,557,0.75
558,558,0.62
559,559,10.52
560,560,0.55
561,561,1.21
562,562,1.14
563,563,0.4
564,564,0.95
565,565,0.61
566,566,1.3
567,567,0.77
568,568,1.03
569,569,3.63
570,570,0.42
571,571,1.29
572,572,1.32
573,573,0.8
574,574,0.63
575,575,1.57
576,576,1.44
577,577,0.51
578,578,0.39
579,579,0.85
580,580,0.7
581,581,1.9
582,582,0.49
583,583,0.77
584,584,0.91
585,585,0.64
586,586,0.79
587,587,0.87
588,588,1.25
589,589,0.44
590,590,1.18
591,591,1.14
592,592,0.51
593,593,1.51
594,594,0.48
595,595,1.56
596,596,0.64
597,597,0.71
598,598,1.23
599,599,1.07
600,600,0.41
601,601,1.04
602,602,0.46
603,603,0.88
604,604,3.64
605,605,2.34
606,606,0.83
607,607,0.65
608,608,0.86
609,609,1.28
610,610,23.99
611,611,0.79
612,612,1.06
613,613,1.65
614,614,1.1
615,615,2.72
616,616,1.31
617,617,0.9
618,618,0.58
619,619,0.59
620,620,0.59
621,621,2.04
622,622,1.23
623,623,0.75
624,624,4.27
625,625,2.74
626,626,3.13
627,627,1.62
628,628,0.65
629,629,0.65
630,630,1.34
631,631,1.09
632,632,0.57
633,633,0.5
634,634,2.96
635,635,0.96
636,636,0.59
637,637,2.41
638,638,3.2
639,639,0.55
640,640,0.44
641,641,0.92
642,642,0.78
643,643,1.01
644,644,0.92
645,645,1.51
646,646,0.71
647,647,0.73
648,648,0.56
649,649,0.63
650,650,0.61
651,651,0.81
652,652,1.28
653,653,1.38
654,654,0.76
655,655,1.62
656,656,1.86
657,657,0.71
658,658,0.66
659,659,0.86
660,660,1.03
661,661,1.15
662,662,0.79
663,663,0.58
664,664,0.58
665,665,0.84
666,666,1.26
667,667,0.91
668,668,2.17
669,669,1.85
670,670,1.05
671,671,0.74
672,672,1.57
673,673,0.43
674,674,1.04
675,675,0.59
676,676,2.03
677,677,0.61
678,678,0.63
679,679,0.5
680,680,0.81
681,681,0.73
682,682,1.84
683,683,0.69
684,684,1.17
685,685,0.65
686,686,0.99
687,687,0.43
688,688,0.55
689,689,0.85
690,690,0.84
691,691,3.42
692,692,1.4
693,693,0.46
694,694,1.48
695,695,0.98
696,696,0.76
697,697,1.24
698,698,0.65
699,699,1.45
700,700,0.78
701,701,0.51
702,702,0.9
703,703,0.46
704,704,0.78
705,705,0.61
706,706,1.28
707,707,0.7
708,708,0.73
709,709,0.7
710,710,5.81
711,711,0.97
712,712,1.77
713,713,0.58
714,714,0.64
715,715,0.97
716,716,1.64
717,717,0.64
718,718,0.37
719,719,0.9
720,720,0.77
721,721,0.5
722,722,1.05
723,723,1.04
724,724,2
725,725,0.58
726,726,0.8
727,727,0.47
728,728,0.67
729,729,0.57
730,730,0.82
731,731,0.64
732,732,1.34
733,733,0.89
734,734,0.91
735,735,0.78
736,736,4.45
737,737,0.74
738,738,0.63
739,739,0.7
740,740,0.69
741,741,1.11
742,742,0.47
743,743,0.89
744,744,1.89
745,745,0.93
746,746,0.44
747,747,0.61
748,748,1.91
749,749,0.53
750,750,0.86
751,751,0.61
752,752,0.79
753,753,1.16
754,754,0.9
755,755,1.05
756,756,1.37
757,757,0.75
758,758,0.66
759,759,0.84
760,760,0.75
761,761,1.63
762,762,0.67
763,763,0.75
764,764,0.76
765,765,1.2
766,766,3.46
767,767,0.57
768,768,0.73
769,769,1.58
770,770,0.63
771,771,0.66
772,772,1.88
773,773,0.97
774,774,0.67
775,775,3.1
776,776,0.52
777,777,1.01
778,778,1.41
779,779,0.51
780,780,0.66
781,781,NULL
782,782,0.69
783,783,0.82
784,784,0.59
785,785,0.93
786,786,0.72
787,787,0.31
788,788,0.86
789,789,0.68
790,790,0.81
791,791,1.36
792,792,0.58
793,793,0.77
794,794,0.84
795,795,0.8
796,796,1.01
797,797,0.88
798,798,1.06
799,799,0.81
800,800,1.22
801,801,0.8
802,802,36.81
803,803,0.52
804,804,0.72
805,805,1.28
806,806,0.92
807,807,0.57
808,808,2.1
809,809,0.94
810,810,1.61
811,811,0.89
812,812,1.2
813,813,2.13
814,814,0.66
815,815,0.67
816,816,0.92
817,817,0.87
818,818,0.67
819,819,0.59
820,820,0.5
821,821,0.81
822,822,0.78
823,823,0.53
824,824,0.71
825,825,0.73
826,826,0.44
827,827,0.44
828,828,2.08
829,829,0.41
830,830,0.98
831,831,0.72
832,832,0.38
833,833,0.58
834,834,0.53
835,835,0.84
836,836,0.65
837,837,5.94
838,838,1.32
839,839,0.64
840,840,1.31
841,841,1.63
842,842,0.81
843,843,0.88
844,844,0.83
845,845,0.66
846,846,0.99
847,847,2.12
848,848,0.82
849,849,0.85
850,850,3.32
851,851,2.91
852,852,1.08
853,853,1.16
854,854,1.44
855,855,3.29
856,856,0.8
857,857,0.91
858,858,1.21
859,859,0.45
860,860,0.69
861,861,0.98
862,862,1.03
863,863,0.67
864,864,0.8
865,865,0.31
866,866,0.87
867,867,0.99
868,868,1
869,869,0.36
870,870,0.56
871,871,0.63
872,872,0.65
873,873,0.72
874,874,0.39
875,875,0.81
876,876,0.41
877,877,0.41
878,878,0.7
879,879,1.23
880,880,1.24
881,881,0.93
882,882,1.02
883,883,0.97
884,884,1.3
885,885,0.94
886,886,1.27
887,887,0.89
888,888,0.72
889,889,1.21
890,890,2.07
891,891,0.5
892,892,0.91
893,893,0.51
894,894,0.52
895,895,0.44
896,896,0.55
897,897,2.02
898,898,0.63
899,899,0.41
900,900,0.55
901,901,0.6
902,902,0.96
903,903,0.34
904,904,0.87
905,905,0.54
906,906,1.57
907,907,0.79
908,908,0.63
909,909,1
910,910,1.48
911,911,1.1
912,912,0.62
913,913,0.96
914,914,1.07
915,915,0.74
916,916,0.91
917,917,0.78
918,918,0.56
919,919,0.99
920,920,0.52
921,921,0.39
922,922,1.36
923,923,1.32
924,924,1.46
925,925,0.98
926,926,0.53
927,927,0.57
928,928,0.46
929,929,1.08
930,930,1.68
931,931,0.8
932,932,1.2
933,933,0.63
934,934,0.53
935,935,1.4
936,936,1.38
937,937,0.79
938,938,0.89
939,939,0.89
940,940,0.92
941,941,0.77
942,942,0.48
943,943,0.58
944,944,0.36
945,945,0.87
946,946,1.69
947,947,4.52
948,948,0.56
949,949,1.42
950,950,0.83
951,951,0.86
952,952,0.75
953,953,0.35
954,954,0.9
955,955,0.62
956,956,1.08
957,957,0.91
958,958,0.9
959,959,1.22
960,960,0.67
961,961,0.5
962,962,0.83
963,963,0.87
964,964,0.51
965,965,0.7
966,966,0.45
967,967,1.82
968,968,0.93
969,969,1.07
970,970,1.22
971,971,2.69
972,972,0.75
973,973,0.5
974,974,1.19
975,975,0.92
976,976,1.95
977,977,0.52
978,978,1.04
979,979,1.17
980,980,0.77
981,981,0.66
982,982,1.06
983,983,1.94
984,984,1.43
985,985,2.18
986,986,0.88
987,987,0.82
988,988,1.98
989,989,0.63
990,990,0.83
991,991,1.89
992,992,1.49
993,993,0.63
994,994,0.56
995,995,0.93
996,996,0.42
997,997,0.85
998,998,0.85
999,999,0.89
1000,1000,1.27
1001,1001,0.91
1002,1002,1.11
1003,1003,1.67
1004,1004,3.65
1005,1005,1.12
1006,1006,0.94
1007,1007,0.61
1008,1008,0.91
1009,1009,1.31
1010,1010,0.68
1011,1011,0.79
1012,1012,0.6
1013,1013,1.11
1014,1014,0.76
1015,1015,0.88
1016,1016,0.68
1017,1017,0.99
1018,1018,0.5
1019,1019,1.52
1020,1020,1.97
1021,1021,0.63
1022,1022,0.82
1023,1023,1.56
1024,1024,0.78
1025,1025,0.31
1026,1026,0.79
1027,1027,1.48
1028,1028,0.92
1029,1029,0.64
1030,1030,0.82
1031,1031,0.26
1032,1032,1.08
1033,1033,0.76
1034,1034,0.9
1035,1035,0.74
1036,1036,0.76
1037,1037,0.94
1038,1038,2.43
1039,1039,1.01
1040,1040,0.75
1041,1041,0.66
1042,1042,1.16
1043,1043,0.62
1044,1044,1.21
1045,1045,1.95
1046,1046,0.97
1047,1047,2.04
1048,1048,1.58
1049,1049,0.68
1050,1050,0.83
1051,1051,0.59
