"1","1","205","4","9",,"SA","(rs)","bc",,,
"366","512","37444","6","5",,"SB","(s)","cd",,,
"367","513","37468","-4.5","99",,,,"E/E^+1-2",,,
"368","514","37651","1","8","(RP)","SB","(rs)","a",,,
"369","515","37696","5","3",,"SA","(s)","c",,,
"370","516","37761","5","9",,"SA","(s)","c","sp",,
"371","517","38043","-5","99",,,,"E3",,,
"372","519","38458","4","7:",,"SA","(rs)","bc",,,
"373","520","38665","3.5","9",,"SA","(r_s)","_bc",,,
"374","521","38804","-3","99",,"SA:",,"0^-","sp","pec","/ E5-6"
"375","522","39222","1","12",,"SAB","(s)","a",,,
"376","525","39964","3","12","(R2P)","SB","(p,_rs,bl)","b",,,
"377","526","40152","3.5","9",,"SA","(rs)","_bc",,"pec",
"378","527","40284","5","3:","(RP)","SA","(s:)","c","sp",,
"379","528","40296","3","9",,"SA","(rs)","b",,,
"380","529","40450","-1.5","99","(RL)","SA","(r:)","0^o+",,,"/ E2"
"381","532","41459","6","9",,"SB","(rs)","cd",,"pec",
"382","533","41483","-5","99",,,,"E3",,,
"383","537","41891","1.5","99","(R1_L)","S_AB","(rs)","_ab",,"pec",
"384","539","42007","1.5","8","(RPL)","SB","(_rs,s,bl)","_ab",,,
"385","540","42195","9.5","99",,"S/IA_B","(s)","m",,,
"386","541","42200","6","9",,"SAB","(rs)","cd",,,
"387","542","42394","6","5","(RP)","SAB","(rs)","cd:",,"pec","(cc)"
"388","544","42557","2","8","(R1P)","SAB","(p,rs,bl)","ab",,,
"389","545","42530","4","7",,"SA","(s)","bc","sp",,
"390","546","42561","3","9",,"SA","(s)","b",,,
"391","548","42743","1.5","8","(R1P)","SB_a","(rs,bl)","_ab",,,
"392","550","42904","3.5","9",,"SB","(rs,bl)","_bc",,,
"393","551","43052","6","3","(RP)","SA_B","(s)","cd","sp",,
"394","552","43352","5","3?",,"SA",,"c:","sp","pec",
"395","553","43428","2.5","12","(RP)","SB","(p,r,bl)","a_b",,,
"396","554","43718","1","8","(RP)","SAB_a","(rpl,bl)","a",,,
"397","557","44018","-4","99",,,,"E^+2-3",,,
"398","558","44075","5.5","9",,"SA","(rl)","_cd",,,
"399","560","44205","7.5","4:","(R1P)","SB","(s)","_dm",,,"(cc)"
"400","561","44362","3.5","9","(RP)","SA","(s)","_bc",,,
"401","563","44642","3.5","4",,"SA","(s)","_bc",,"pec",
"402","565","45122","2.5","5","(RP)","SA","(r)","a_b",,,
"403","566","45137","6.5","99",,"S",,"c_d:","spw","pec",
"404","567","45135","3","9",,"SB_a","(rs,bl)","b",,,
"405","568","45168","4","5",,"SA","(r_s)","bc",,,
"406","570","45207","-2.5","99","(L)","SB",,"0^-o",,,
"407","571","45278","5","3",,"SA","(s)","c",,"pec",
"408","572","45521","1","99","(RP)","SA_B","(r,bl)","a",,,
"409","575","45836","5.5","7:",,"S_AB","(r_s)","_cd",,,
"410","576","45959","4.5","9:","(RP)","SA:","(s:)","b_c:","sp",,
"411","578","46181","-5","99",,,,"E1",,,
"412","579","46229","2.5","8","(R1R2P)","SA","(l)","a_b",,,
"413","580","46406","3.5","6","(RP)","SA","(r_s)","_bc",,,
"414","581","46427","3","9",,"SA_x","(r)","b",,,
"415","582","46772","-5","99",,,,"E",,"pec","(dust lane)"
"416","583","47000","4.5","9",,"SA","(rs)","b_c",,,
"417","585","47136","8","99",,"S",,"dm","sp",,"/ E(d)7-8"
"418","586","47253","-1.5","99","(L)","SAB_a","(s,bl)","0^o+",,,
"419","587","47409","3.5","6",,"SB_a","(_rs,bl)","_bc",,"pec",
"420","589","47470","1.5","99","(RP)","SA","(rl)","_ab",,"pec",
"421","591","47597","0.5","99","(L)","SA","(rs)","0/_a",,,
"422","592","47625","1","8","(R1P)","SAB_a","(l)","a",,,
"423","593","48044","3","12:",,"SB_x","(s)","b:","sp",,
"424","594","48076","5","9",,"SA","(s)","c",,"pec",
"425","595","48277","-5","99",,,,"E4-5",,,
"426","596","48229","-1","99","(R1)","SA_B","(r)","0^+",,,
"427","598","48831","4","9",,"SA","(s)","bc",,,
"428","599","48982","-3","99",,"SA",,"0^-",,,
"429","600","49058","6","3","(RP)","SA","(s)","cd",,,"(cc)"
"430","601","49167","3.5","5",,"SAB_a","(r,bl)","_bc",,"pec",
"431","602","49344","0.5","99","(RP)","SA","(_rpl)","0/_a",,"pec",
"432","603","49435","4.5","9",,"SB","(_rs,bl)","b_c",,"pec",
"433","604","49563","1","99","(R1P)","SAB_xa","(rpl)","a",,,
"434","605","49604","3","9","(R1PR2P)","SB_a","(p,p,rs,bl)","b",,,
"435","606","49812","4","12",,"SA","(s)","bc",,,
"436","607","49867","3","9",,"SA","(s)","b",,,
"437","608","49986","4","12",,"SA","(r)","bc",,,
"438","609","49965","0.5","99",,"SA","(r)","0_a",,"pec","[c]"
"439","611","50220","4.5","5:","(RP)","SA","(rs)","b_c:",,"pec",
"440","612","50412","4","9:",,"SB","(_rs,bl)","bc",,"pec",
"441","613","50485","4","12",,"S_AB","(s)","bc","sp",,
"442","614","50615","-5","99",,,,"E(b:,d)4-5",,,"/ SA0^-"
"443","615","50676","7","2:",,"SB","(s)","d","sp",,
"444","616","50693","1.5","5:","(RL)","SA","(_rpl)","_ab","sp",,
"445","617","50714","-3","99",,"SA:",,"0^-","sp",,"/ E6"
"446","618","50797","2","8","(R2P)","SAB_a","(rp_l)","ab",,,
"447","619","50816","3.5","3","(RP)","SA","(s)","_bc",,"pec",
"448","620","50827","0.5","99",,"SA","(_rl)","0/_a:",,,"[bc] / E(d)2"
"449","622","51091","1.5","8","(R1P)","SA","(r)","_ab","spw?",,
"450","623","51197","-3","99",,"SB",,"0^-",,,
"451","625","51253","5.5","7",,"SAB","(s)","_cd","sp",,
"452","626","51344","5.5","9",,"SA","(s)","_cd",,,
"453","628","51442","5","6",,"SA","(s)","c",,,
"454","630","51541","4.5","12",,"SA","(s)","b_c",,,
"455","631","51620","5","7","(RP)","SA","(rpl,rs)","c",,,
"456","632","51749","0","99","(RPL)","SA","(l)","0/a",,,
"457","633","51951","3.5","9","(RP)","SA","(s)","_bc:",,"pec",
"458","634","51932","4","7:","(RP)","SA","(_rs)","bc",,"pec",
"459","635","51997","6.5","8:","(RP)","SA:",,"c_d","sp",,
"460","636","52021","-2.5","99",,"SAB","(l:)","0^-o",,,
"461","637","52116","-5","99",,,,"E4",,,
"462","638","52273","5","3",,"SA","(s:)","c","sp","pec",
"463","639","52278","4","9:",,"SA","(rs)","bc",,,
"464","640","52330","4","12",,"SA","(s)","bc",,,
"465","641","52379","1.5","8","(RP)","SB","(rs)","_ab",,,
"466","643","52565","3","8","(RP)","SA","(l,s)","b",,,
"467","644","52611","-1","99",,"SAB_xa","(r)","0^+",,,
"468","645","52713","3","12","(RP)","SA","(s,l,s)","b",,,
"469","646","52783","6.5","5",,"SB_a","(r_s)","c_d",,"pec",
"470","647","52786","1","99","(R)","SA","(r_s)","a",,"pec",
"471","648","52891","4.5","9",,"SA","(s)","b_c",,,
"472","649","52876","7","4:",,"SA:",,"d:","sp",,
"473","650","53009","5","9",,"SA","(s)","c",,,
"474","651","52952","7","99",,"SAB","(s)","d","sp",,
"475","652","53089","4.5","3","(RP)","SA","(r_s)","b_c",,"pec",
"476","653","53067","3","3","(RP)","SA","(rs,l)","b",,,
"477","655","53332","4","4",,"SA","(r_s)","bc",,,
"478","658","53782","7","8:","(RP)","SAB","(s)","d:","sp",,
"479","659","53853","5","5",,"SA","(_rs)","c",,,
"480","665","54286","5","6",,"SA","(rs)","c",,,
"481","667","54326","1.5","99",,"SA","(s)","_ab:",,"pec",
"482","668","54377","5.5","3",,"SA","(r_s)","_cd","sp",,
"483","669","54761","1.5","8","(R1P)","SA_B","(rs)","_ab",,"pec",
"484","670","54700","-5","99",,,,"E3-4",,,
"485","671","54815","3","12","(RP)","SAB_a","(rpl,tb)","b",,,
"486","672","54885","4.5","99",,"S",,"b_c","spw",,
"487","674","54979","5","9",,"SA","(s)","c",,,
"488","675","55064","1","12","(R2P)","SAB_a","(r)","a",,,
"489","676","55065","3","99",,"S",,"b","spw",,
"490","677","55137","5","12",,"SA","(s)","c",,,
"491","678","55170","0","99",,"SA","(rs:)","0/a:",,"pec",
"492","679","55186","6.5","9","(RP)","SA","(s)","c_d:",,"pec",
"493","680","55222","3","2","(L)","SA","(s:)","b",,,
"494","681","55234","4","6","(RP)","SA","(r_s)","bc",,,
"495","683","55280","99","8:","(RP)","S_AB","(rs:)","b","sp","pec",
"496","685","55260","-4","99",,,,"E^+0:",,"pec",
"497","687","55531","8.5","4",,"S_AB","(s)","d_m","sp","pec",
"498","688","55593","5.5","9",,"S_AB","(rs)","_cd",,,
"499","689","55597","7","2",,"SB","(s)","d",,,
"500","690","55583","3","6","(R2P)","SA","(l)","b",,,
"501","693","55657","4.5","9","(RP)","SA","(s)","b_c",,,
"502","694","55748","3","8","(RP)","SA","(rs)","b","sp",,
"503","695","55787","2.5","4",,"SA","(r_l)","a_b",,"pec",
"504","696","55830","-0.5","99","(RP_L)","SA","(s:)","_0/a:",,,
"505","697","55841","-1","99","(R)","SAB_a","(_rs,bl)","0^+",,,
"506","698","55860","-2","99",,"S",,"0^o","sp",,"/ E(d)6"
"507","700","55949","5.5","4",,"SA","(r_s)","_cd",,,
"508","701","55922","99","99",,"SA","(l)","a",,,"/ Pec (merger)"
"509","702","56010","5.5","2","(RPL)","SAB","(s)","_cd",,"pec",
"510","703","56019","-5","99",,,,"E3-4",,,
"511","704","56042","-2","99",,"SA","(l)","0^o",,,
"512","705","56055","-4","99",,,,"E^+0",,,
"513","709","56272","3","8","(RP)","SAB","(rs)","b",,"pec",
"514","712","56334","3","3","(RP)","SB","(p,r,x_1r)","b",,,
"515","714","56399","0.5","99","(RL)","SA","(_rs)","0/_a:",,,"[c]"
"516","716","56479","3.5","9","(RP)","SA","(rs)","_bc",,,
"517","717","56512","3.5","3",,"SA:",,"_bc","sp",,
"518","719","56573","1.5","8","(R1P)","SB","(p,_rs,bl)","_ab",,,
"519","720","56645","6","9",,"SAB","(s)","cd",,,
"520","721","57240","3","3",,"SA","(rs)","b",,,
"521","722","57270","-4.5","99",,,,"E/E^+1",,,
"522","723","57287","5","5",,"SAB","(s)","c",,,
"523","724","57284","5","99",,"S",,"c","spw",,
"524","725","57288","4.5","9",,"SA","(rl)","b_c",,,
"525","726","57363","4","9","(RP)","SAB","(rs)","bc",,,
"526","728","57527","10","99","(RPL)","IA","(s:)","m",,"pec",
"527","731","57749","4","9","(RP)","SB","(rs)","bc",,,
"528","732","57707","-4.5","99",,,,"E/E^+1",,,
"529","733","57759","0","99","(R1P)","SAB","(s)","0/a",,"pec","[m]"
"530","734","57729","-2","99",,"SAB_xa",,"0^o","sp",,
"531","735","57797","-3.5","99",,,,"E^+/SA0^-",,,
"532","736","57924","6","9",,"SA","(s)","cd",,,
"533","739","58182","6.5","6:",,"SA","(s)","c_d:",,,
"534","740","58184","1","12","(R2P)","SAB_a","(r)","a",,,
"535","741","58300","4","9",,"SB","(_rs)","bc",,"pec",
"536","743","58424","4","6",,"SAB","(rs,bl)","bc",,,
"537","744","58418","6","9",,"SA","(s)","cd",,,
"538","747","58454","2.5","12","(R1P)","SB","(p,rs)","a_b",,,
"539","749","58502","1","8","(R1P)","SB","(p,_rs,bl)","a",,,
"540","750","58479","5.5","9",,"SA","(s)","_cd",,,
"541","751","58556","3","9",,"SAB_a","(s)","b",,,
"542","752","58652","1.5","8","(R1P)","SAB","(_rpl)","_ab",,,
"543","754","58682","6.5","6",,"SAB_a","(r_s)","c_d",,,
"544","757","58707","3.5","9",,"SAB","(s)","_bc",,,
"545","758","58735","3","8",,"SA","(rs)","b:",,,
"546","761","58813","99","4","(R)","SB",,"m",,,"or RG? pec"
"547","762","58818","0","99",,"SA:",,"0/a:","sp",,"/ E5"
"548","764","58835","3","8","(R2P)","SAB","(rpl)","b",,,
"549","765","58852","5.5","3:",,"SA:","_cd",,"sp",,
"550","767","58863","4","5:",,"SAB","(_rs,bl)","bc",,,
"551","768","58886","-0.5","99",,"SA","(_rl)","_0/a:",,"pec",
"552","769","58896","1","99","(RP)","SA","(_rs,l)","a",,,
"553","771","58964","-5","99",,,,"E1",,,
"554","773","59173","5","2",,"SAB","(s)","c:","sp",,
"555","778","59305","8.5","4",,"SB:","(s:)","d_m","sp",,
"556","780","59382","3","5:",,"SA","(rl)","b",,,
"557","784","59566","3.5","6","(RPL)","S_AB","(r_s)","_bc",,,
"558","786","59612","4.5","12",,"SA","(r_s)","b_c",,,
"559","793","59805","7","99","(RP)","SA_B","(s)","d",,,
"560","795","59893","3.5","9",,"SAB","(rs)","_bc",,,
"561","803","60120","-2","99","(L)","S_AB_a","(l)","0^o",,,
"562","805","60203","4.5","6:","(RP)","SA","(_rs)","b_c",,,
"563","807","60182","5","3:",,"SA","(s)","c",,,
"564","808","60346","5","9",,"SB","(rs,x_1r)","c",,,
"565","810","60436","7","99",,"S",,"d","sp",,
"566","811","60409","1","8:",,"S_AB","(_rs,l)","a",,,
"567","815","60526","0.5","8","(R1L,R2P)","S_AB","(rpl)","0/_a",,,
"568","818","60561","5","5",,"SAB","(r_s)","c",,,
"569","828","60831","3.5","9","(RP)","SA","(rs)","_bc",,,
"570","829","60790","3","9","(L,RP)","S_AB","(r_s)","b:",,,
"571","832","60924","5.5","3",,"SAB","(rs)","_cd",,,
"572","835","60997","-5","99",,,,"E(d)6",,,"/ SA0^- sp"
"573","836","60973","-5","99",,,,"E",,,
"574","839","61127","4","9",,"S_AB","(s)","bc",,,
"575","841","61221","0","99",,"SA","(rpl)","0/a",,"pec",
"576","848","61492","5","9",,"SA","(s)","c",,,
"577","858","62296","3","9","(R1P)","SB","(p,rs,nb)","b",,,
"578","872","63128","3","4:",,"SA:",,"b:","sp","pec",
"579","873","63179","4.5","9",,"SA_B","(rs)","b_c",,,
"580","880","64872","6","3",,"SA","(s)","cd","sp",,
"581","881","65027","0","99",,"SA","(s:)","0/a:",,"pec",
"582","884","65178","4","99",,"S","bc",,"spw",,
"583","886","65279","0","99",,"SA",,"0/a",,,"/ E(d)3"
"584","891","65526","8","4:",,"SA","(s)","dm:",,"pec",
"585","892","65616","4.5","9",,"S_AB","(s)","b_c",,,
"586","893","65728","-1","99",,"SA:",,"0^+:",,"pec",
"587","894","65766","1","99",,"SAB","(rs)","a",,"pec","[d] / Sph"
"588","895","65896","4.5","99",,"SA",,"b_c:",,,
"589","896","65921","-3","99",,"SAB","(bl)","0^-",,,
"590","897","66151","0","99",,"SA","(l:)","0/a",,"pec",
"591","898","66316","-2.5","99",,"SA","(rs)","0/a",,,
"592","900","66394","0","8","(R2P)","SAB","(l)","0/a",,,
"593","901","66404","9","4:",,"SB:","(s:)","m","sp","pec",
"594","902","66443","4.5","3",,"SA","(s)","b_c","sp",,
"595","903","66460","-2","99",,"SA","(r)","0^o",,,
"596","904","66514","7","99",,"SAB","(s)","d:","sp",,
"597","905","66542","3","3:","(RP)","SAB_a","(_rl)","b:",,"pec",
"598","906","66579","3.5","99",,"S",,"_bc","sp",,
"599","907","66581","7","1",,"S_AB","(s)","d",,,
"600","909","66624","5.5","9",,"SA","(rs)","_cd",,,
"601","910","66622","3","9","(RP)","SAB","(r_s)","b",,,
"602","911","66641","3","9",,"SAB","(_rs)","b",,,
"603","912","66675","4.5","7",,"SA","(rs)","b_c",,,
"604","914","66693","2","12",,"SA","(rp_l)","ab",,,
"605","915","66722","4","12",,"SA","(rs,l:)","bc",,,
"606","916","66798","7.5","3","(RP)","SAB","(s)","_dm",,,
"607","917","66811","3","9",,"SA","(r_s)","b",,,
"608","919","66926","2.5","8","(R1P)","SB","(rs)","a_b",,,
"609","920","66966","-4.5","99",,,,"E/E^+1",,,
"610","922","67109","5.5","99",,"S",,"_cd","spw",,
"611","923","67153","4.5","4",,"SA:","(rs:)","b_c:","sp","pec",
"612","924","67173","4.5","9",,"SA","(s)","b_c",,,
"613","925","67242","5","7",,"SA","(s)","c",,,
"614","926","67296","-1","99","(R)","SAB","(rl)","0^+",,,
"615","927","67294","5","6",,"SA","(rs)","c",,"pec",
"616","928","67308","3","12?","(RP)","SA","(s)","b:",,,
"617","929","67332","3","6","(RP)","SB","(r_s)","b",,"pec",
"618","930","67339","5","12",,"SA","(s)","c",,,
"619","931","67410","4.5","6",,"SAB","(rs)","b_c",,,
"620","932","67406","2","8","(RPL)","SAB","(_rs)","ab",,,
"621","934","67579","5.5","6",,"SAB","(s)","_cd:",,,
"622","935","67622","5","9",,"S_AB","(rs)","c",,,
"623","936","67737","5","99",,"S",,"c:","sp",,
"624","937","67756","8.5","1",,"SAB","(s)","d_m",,,
"625","938","67759","8.5","2","(RP)","SAB","(s)","d_m",,,
"626","939","67793","4","3",,"SA","(s)","bc:",,,
"627","940","67822","99","99",,,,,,,"Pec (merger)"
"628","942","67938","3.5","5",,"SA","(rs)","_bc",,,
"629","943","67969","1","8","(R1P)","SAB","(l,r_s,tb)","a",,,
"630","944","67968","2.5","6","(RP_L)","SB","(_rs)","a_b",,,
"631","945","68005","3.5","9",,"SAB_a","(rs,bl,nb:)","_bc",,,
"632","946","68019","99","99",,,,,,,"Pec (merger)"
"633","948","68167","4.5","6",,"SA","(r_s)","b_c",,,
"634","949","68163","8","4",,"SB","(s)","dm",,,
"635","950","68162","5","5",,"SA","(rs)","c",,,
"636","951","68188","2","8:","(RP)","SAB","(_rl)","ab",,,
"637","952","68193","1","99",,"SAB","(_rl)","a",,"pec",
"638","953","68204","3","12","(RP)","SA","(s)","b",,,
"639","954","68272","-3","99",,"SA",,"0^-","sp",,
"640","955","68392","5","12",,"SA","(s)","c",,,
"641","956","68438","0","99","(R)","SA","(r,nl)","0/a",,,
"642","957","68460","6","5",,"SA","(s)","cd",,"pec",
"643","958","68510","6","5",,"SB","(s)","cd",,,
"644","959","68552","9","4",,"SAB:","(s:)","m","sp",,
"645","960","68560","-1","99","(R1)","SAB","(_rs)","0^+",,,
"646","961","68592","5","12",,"SA","(s)","c",,,
"647","962","68685","3.5","7","(RP)","SA","(s)","_bc",,,
"648","963","68735","8","4",,"SB","(rs)","dm",,,
"649","965","68845","2","9",,"SA","(rs)","ab",,,
"650","966","68948","5","3",,"SA","(s)","c",,,
"651","970","69169","3","2:",,"SA:",,"b","spw",,
"652","972","69212","10","99",,"IA_B","(s)","m",,,"/ Sph"
"653","973","69231","3.5","5",,"SA_B","(rs)","_bc",,"pec",
"654","974","69259","4","12","(RP)","SA","(s)","bc",,,
"655","975","69290","3","6","(RP)","SB","(_rs)","b",,"pec",
"656","976","69349","4","7",,"SA","(s)","bc",,,
"657","977","69416","9","99",,"SA","(s)","m",,,
"658","978","69460","5","5",,"S_AB","(rs)","c",,,
"659","980","69485","4.5","3",,"SA","(s)","b_c",,,
"660","981","69494","-5","99",,,,"E2",,,
"661","982","69608","4.5","9",,"SA","(r_s)","b_c",,,
"662","984","69633","3","99","(RP)","SAB:","(s)","b:","sp",,
"663","985","69650","7","1",,"SA","(s)","d",,,
"664","986","69687","-1.5","99","(RPL)","SA","(rs)","0^o+",,,
"665","987","69693","3","8","(R1P?)","SAB_a","(r_s)","b",,,
"666","988","69739","3","99",,"SB_x",,"b","spw",,
"667","989","69752","4","12:","(RP)","SAB","(s)","bc:",,,
"668","990","69816","10","99",,"I",,"m",,,
"669","992","69898","5","9",,"S_AB_a","(_rpl,ns)","c",,,
"670","993","69896","2.5","4:","(R1P?)","SAB","(s:,tb)","a_b",,,
"671","994","69901","-2.5","99",,"SA",,"0^-o",,,
"672","997","69983","5","9",,"SA","(rs)","c",,,
"673","998","70017","2","8","(R2P)","SAB","(_rl)","ab",,,
"674","999","70034","99","99",,,,"ETG pec",,,"(dust lane)"
"675","1001","70098","1.5","8:","(R1PL)","SAB","(p,_rs,bl,nl)","_ab",,,
"676","1002","70245","4","9",,"SA","(s:)","bc",,,
"677","1003","70265","5.5","99",,"S",,"_cd","sp",,"/ E8"
"678","1004","70419","5","9","(RP)","SB","(s)","c",,,
"679","1005","70507","6.5","5:","(RP)","SB","(r_s)","c_d","sp",,
"680","1007","70567","4.5","9",,"SA","(s)","b_c",,,
"681","1008","70575","2","9","(R1P)","SB","(p,_rs,bl)","ab",,,
"682","1009","70689","2","8","(RPL)","SA","(rs)","ab",,,
"683","1010","70711","4","12",,"SA","(rs)","bc",,,
"684","1011","70801","-2.5","99",,"SA",,"0^-o",,,
"685","1012","70882","5.5","9",,"SA","(s)","_cd",,,
"686","1013","70909","0","99",,"SA:",,"0/a","sp",,
"687","1014","71012","3","4","(L)","SAB","(rs)","b",,,
"688","1015","71174","-3.5","99",,,,"E/SA0^o",,"pec","(dust lane)"
"689","1016","71307","4","12",,"SA","(s)","bc",,,
"690","1017","71372","3","8","(RP)","SA","(s)","b",,"pec",
"691","1018","71404","3","3:",,"SA","(r_s)","b",,,
"692","1019","71450","4.5","7","(RP)","SA","(rs,rs)","b_c",,"pec",
"693","1020","71565","-3","99",,"SA","(rl)","0^-",,,
"694","1021","71584","3","8","(RP)","SA","(r)","b",,,
"695","1022","71654","1.5","5:","(R1P)","SA_B","(s)","_ab",,,
"696","1023","71665","2","8","(R1P)","SB","(r,bl,nr)","ab",,,
"697","1024","71669","5","3",,"SA","(s)","c",,,
"698","1025","71692","9.5","99",,"S/IA:","(s)","m",,"pec","[0/a] / BCD"
"699","1026","71691","-5","99",,,,"E3",,,
"700","1027","71826","99","99",,,,,,,"Pec (merger)"
"701","1028","71850","4","12",,"SA","(s)","bc",,,
"702","1029","71857","2","6","(RP)","SA","(r)","ab",,"pec",
"703","1030","71890","7","5",,"SB","(s)","d",,"pec",
"704","1032","72073","99","99",,"I0",,,,,"/ SA0/a pec"
"705","1033","72186","6","5",,"SB","(rs)","cd",,,
"706","1034","72269","3.5","4",,"SA","(_rs,l)","_bc",,"pec",
"707","1035","72302","5","5","(RP)","SAB","(s)","c",,"pec",
"708","1036","72345","9","4",,"S",,"m","sp",,
"709","1037","72354","5","6","(RP)","SA","(s)","c",,,
"710","1038","72352","3.5","12",,"SAB_a","(rs,l)","_bc",,,
"711","1039","72397","4.5","5",,"SA","(s)","b_c",,,
"712","1040","72468","4.5","5","(RP)","SA","(r_s)","b_c",,,
"713","1041","72489","5","5",,"S_AB","(s)","c",,,
"714","1042","72512","-3.5","99",,"SA","(l)","0^o",,"pec","/ E0 (shells?)"
"715","1043","72528","7.5","1",,"SB","(s)","_dm",,,"(cc)"
"716","1044","72829","0.5","8","(R2P)","SAB_a","(l,bl)","0/_a",,,
"717","1045","72867","-5","99",,,,"E(b:)5",,,
"718","1046","72888","5","12:",,"SB","(rs)","c",,,
"719","1047","72983","6","2",,"S",,"cd:","spw","pec",
"720","1048","73023","5","9",,"SB","(s)","c",,,
"721","1050","73100","5.5","4",,"SAB","(s)","_cd",,,
"722","1051","73170","4","5",,"SAB","(rs)","bc",,"pec",
